battery_power,blue,clock_speed,dual_sim,fc,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,touch_screen,wifi,price_range,combined_g,screen_size,pixel_density
1799,True,0.5,False,0.0,49.0,0.4,107.0,4.0,2.0,720.0,11,True,True,0,3,12.2,71643.9
633,True,2.2,False,0.0,49.0,0.1,139.0,8.0,1.0,3560.0,16,True,True,2,4,11.0,48523.7
724,False,2.7,True,0.0,44.0,0.5,187.0,7.0,0.0,2311.0,7,False,False,2,3,9.2,242700.2
822,True,0.5,False,0.0,51.0,0.3,157.0,6.0,20.0,3846.0,3,False,False,3,4,10.0,57362.0
1918,False,1.9,False,2.0,10.0,0.6,110.0,5.0,10.0,1717.0,16,True,True,2,3,7.1,254269.0
1891,False,2.8,False,7.0,37.0,0.4,129.0,7.0,14.0,3704.0,11,False,False,3,4,10.0,18725.2
1373,True,1.0,True,2.0,50.0,0.2,127.0,7.0,12.0,3800.0,14,False,False,3,3,8.5,8313.5
862,True,0.8,True,3.0,23.0,0.4,165.0,2.0,15.0,278.0,11,False,True,0,2,16.3,85527.2
1273,False,1.0,False,3.0,48.0,0.4,99.0,4.0,15.0,1767.0,11,True,False,1,4,23.4,18553.0
957,True,2.5,False,4.0,7.0,0.8,107.0,5.0,10.0,1846.0,7,False,True,1,3,13.0,137191.2
1617,True,1.3,True,3.0,30.0,0.7,105.0,2.0,4.0,829.0,10,False,False,0,4,9.0,28372.0
893,False,2.5,True,0.0,55.0,0.6,183.0,2.0,1.0,2986.0,6,True,True,2,2,7.1,55560.8
1210,False,0.5,False,0.0,63.0,0.1,93.0,5.0,0.0,2394.0,7,False,False,2,2,19.2,89623.6
708,True,2.7,True,0.0,63.0,1.0,195.0,8.0,7.0,2169.0,7,True,True,1,4,7.8,6540.0
835,False,1.1,True,2.0,7.0,0.2,101.0,4.0,7.0,1181.0,15,True,True,0,3,13.9,37272.8
1450,True,2.7,True,9.0,19.0,0.6,131.0,1.0,17.0,575.0,12,False,False,0,2,17.5,76032.8
973,True,1.5,False,5.0,57.0,0.2,190.0,7.0,16.0,2977.0,2,False,False,2,4,7.2,115265.6
601,True,1.4,False,4.0,4.0,0.1,154.0,4.0,13.0,532.0,10,True,True,0,4,14.4,18912.5
507,True,0.5,True,1.0,32.0,0.5,141.0,7.0,11.0,1702.0,5,True,True,1,3,17.0,76972.2
564,False,1.8,True,0.0,51.0,0.5,168.0,3.0,1.0,1074.0,15,True,False,0,4,16.1,112159.0
1559,True,1.6,True,6.0,6.0,0.5,162.0,6.0,17.0,3352.0,3,True,True,3,4,9.1,30666.0
754,False,0.5,True,7.0,59.0,0.7,178.0,7.0,10.0,1027.0,5,False,False,1,4,6.7,550774.9
1431,True,0.5,False,0.0,56.0,0.6,191.0,1.0,1.0,461.0,8,False,False,0,4,7.6,19541.1
767,False,1.5,False,4.0,28.0,0.7,175.0,4.0,10.0,527.0,15,True,False,0,2,10.0,52184.8
1722,False,2.6,False,8.0,18.0,0.8,177.0,2.0,16.0,3271.0,15,False,True,3,3,14.0,107568.9
1992,True,1.6,False,5.0,57.0,1.0,100.0,2.0,15.0,606.0,4,True,True,1,4,9.5,260736.0
1876,False,0.5,False,10.0,40.0,0.3,86.0,6.0,14.0,2513.0,16,True,False,3,4,12.8,66714.4
1054,False,1.1,True,10.0,38.0,0.4,136.0,6.0,12.0,1675.0,14,True,True,1,4,18.4,72855.1
1283,True,1.6,True,4.0,47.0,0.9,93.0,5.0,5.0,2698.0,17,True,False,2,3,10.8,23835.6
1281,True,2.3,True,0.0,28.0,0.3,148.0,1.0,6.0,1129.0,6,True,False,1,2,12.0,173153.8
1066,False,0.6,False,2.0,7.0,0.9,114.0,7.0,18.0,468.0,6,True,False,0,4,23.0,84834.0
730,False,2.1,True,0.0,4.0,0.1,89.0,8.0,2.0,1210.0,4,True,True,0,4,24.2,15561.7
1053,True,0.8,True,7.0,45.0,0.3,103.0,1.0,12.0,3086.0,5,True,True,3,4,18.0,58311.0
1611,True,0.5,True,11.0,3.0,0.6,98.0,3.0,14.0,1595.0,9,False,True,1,3,8.9,24308.1
793,False,1.0,True,5.0,30.0,0.9,133.0,2.0,15.0,2332.0,14,True,True,2,4,21.4,168001.4
1220,False,2.9,False,3.0,62.0,0.5,125.0,4.0,8.0,2589.0,15,True,True,2,3,22.0,35409.0
1281,True,2.8,True,3.0,8.0,0.3,144.0,4.0,19.0,1851.0,9,True,False,1,4,8.2,68641.5
538,False,0.8,False,12.0,2.0,0.8,177.0,7.0,13.0,417.0,9,False,True,0,4,8.9,17479.8
823,True,0.5,False,0.0,39.0,0.4,187.0,8.0,4.0,294.0,11,False,True,0,2,15.8,35407.6
1733,True,2.8,False,3.0,36.0,1.0,119.0,6.0,20.0,3576.0,9,False,False,3,4,23.3,8074.6
1429,False,1.5,True,0.0,40.0,0.9,100.0,3.0,14.0,3945.0,18,False,True,3,4,13.0,15516.9
1839,True,1.2,False,9.0,54.0,0.5,200.0,7.0,11.0,927.0,18,False,True,1,4,21.5,32984.9
659,False,2.7,False,6.0,6.0,0.5,110.0,3.0,7.0,2044.0,2,False,True,1,4,15.8,128681.4
1953,True,2.1,True,7.0,56.0,0.1,158.0,8.0,9.0,2334.0,4,False,False,2,3,12.1,35043.0
1172,False,1.9,False,0.0,27.0,0.7,164.0,1.0,3.0,1477.0,6,False,False,1,4,12.0,55237.0
612,True,1.9,True,6.0,16.0,0.3,102.0,7.0,7.0,3161.0,3,False,False,3,2,8.9,288961.8
1563,False,2.4,False,0.0,24.0,0.2,170.0,8.0,0.0,3660.0,5,True,False,3,4,8.6,28053.3
1191,False,1.3,True,16.0,26.0,0.8,84.0,1.0,20.0,1604.0,9,False,True,1,4,14.3,32526.1
615,True,0.5,True,0.0,42.0,0.6,163.0,6.0,4.0,2211.0,18,False,True,1,2,8.1,21364.9
1893,True,2.1,True,8.0,63.0,0.2,134.0,2.0,11.0,3822.0,18,True,True,3,2,14.3,33988.2
1563,False,1.7,True,10.0,16.0,0.1,151.0,7.0,13.0,3922.0,8,False,True,3,2,11.0,21320.0
832,False,1.6,True,1.0,34.0,0.3,108.0,5.0,5.0,447.0,12,True,False,0,4,19.8,20324.9
1162,False,2.0,False,0.0,56.0,0.7,114.0,7.0,1.0,1652.0,20,False,False,1,4,5.0,11166.4
1595,True,2.6,False,7.0,12.0,0.3,121.0,8.0,19.0,3608.0,16,True,False,3,2,15.0,15021.3
1329,True,1.0,False,1.0,52.0,0.9,181.0,6.0,2.0,1228.0,6,False,True,1,3,10.0,153527.4
928,True,0.5,True,11.0,56.0,0.7,80.0,8.0,13.0,666.0,5,True,False,0,2,21.5,12776.9
1656,True,0.5,True,8.0,38.0,0.1,105.0,7.0,17.0,1499.0,19,False,True,1,4,14.4,18237.1
1937,True,1.7,False,17.0,58.0,0.6,189.0,1.0,19.0,3321.0,14,True,False,3,3,6.4,477090.0
977,True,1.1,True,2.0,57.0,0.6,181.0,6.0,7.0,1206.0,8,True,True,0,2,7.1,5022.3
768,True,0.9,False,16.0,56.0,0.1,113.0,1.0,20.0,952.0,16,False,True,0,4,19.2,11212.0
1464,True,0.5,True,11.0,12.0,0.9,117.0,2.0,14.0,3927.0,15,True,True,3,2,5.8,171977.9
1177,False,0.9,False,1.0,29.0,0.4,191.0,2.0,8.0,311.0,19,False,False,0,4,18.7,8395.5
1348,False,2.0,False,18.0,52.0,0.3,98.0,3.0,20.0,955.0,7,True,True,1,3,21.1,172018.9
1956,False,2.2,False,0.0,37.0,0.5,87.0,3.0,2.0,1109.0,19,True,False,1,4,13.0,11043.1
1751,False,0.5,True,6.0,8.0,0.6,178.0,6.0,20.0,2969.0,17,False,True,2,2,10.0,9588.0
1530,False,2.0,False,11.0,42.0,0.8,177.0,6.0,13.0,725.0,19,False,True,0,2,14.9,60177.9
1997,True,1.8,True,1.0,40.0,0.5,185.0,4.0,8.0,1655.0,15,False,False,2,3,9.2,114086.1
1414,True,1.5,True,5.0,44.0,0.5,180.0,2.0,6.0,3490.0,13,True,False,3,2,20.0,2459.6
1707,False,1.4,False,0.0,41.0,0.8,80.0,7.0,2.0,1774.0,10,False,False,2,2,12.0,153952.3
894,False,0.5,True,1.0,50.0,0.5,199.0,3.0,14.0,3615.0,6,False,True,3,4,13.0,144513.1
645,False,1.2,False,6.0,41.0,0.7,184.0,8.0,17.0,714.0,13,True,False,0,4,18.1,46261.3
1163,False,2.8,True,0.0,49.0,0.6,155.0,2.0,0.0,2768.0,12,False,True,2,2,19.1,20527.7
1126,False,0.7,False,3.0,49.0,0.9,165.0,8.0,17.0,3739.0,13,False,False,3,3,14.0,14054.6
1648,False,0.7,False,6.0,64.0,0.8,170.0,4.0,9.0,610.0,6,True,False,1,4,8.1,267040.5
1170,True,0.9,False,6.0,14.0,0.4,199.0,2.0,13.0,715.0,20,False,True,0,4,18.7,17971.4
508,False,0.8,False,7.0,42.0,0.3,94.0,1.0,8.0,663.0,7,False,False,0,4,17.7,1227.3
1097,False,2.1,True,6.0,64.0,0.2,161.0,3.0,8.0,1725.0,9,False,True,1,3,14.9,53823.2
728,False,1.7,True,0.0,5.0,0.6,101.0,2.0,20.0,834.0,5,True,False,0,4,16.0,28287.5
1980,False,0.5,True,2.0,29.0,0.8,177.0,1.0,13.0,3865.0,18,False,False,3,4,15.6,38200.0
1504,False,2.3,True,1.0,64.0,0.9,182.0,1.0,2.0,3059.0,10,True,False,3,2,7.8,4684.2
1379,True,2.1,True,14.0,63.0,1.0,83.0,1.0,17.0,651.0,7,True,False,0,4,10.8,26258.3
1698,False,2.1,False,5.0,18.0,0.9,160.0,6.0,20.0,796.0,14,False,True,0,4,13.3,27129.5
920,False,2.1,True,5.0,25.0,0.4,115.0,7.0,14.0,785.0,5,True,True,0,2,12.2,18467.4
1144,True,1.5,True,0.0,21.0,0.4,189.0,1.0,11.0,3252.0,8,False,False,2,2,16.0,7194.8
1995,True,0.5,False,6.0,26.0,0.2,129.0,1.0,15.0,1322.0,7,True,True,1,2,18.6,38521.3
1430,False,0.5,True,1.0,27.0,0.5,183.0,1.0,16.0,2832.0,15,True,True,2,2,7.1,188454.1
972,True,0.5,True,5.0,13.0,0.4,193.0,5.0,8.0,1615.0,13,True,False,1,2,12.5,199891.2
662,False,0.5,False,5.0,20.0,0.8,138.0,1.0,10.0,2125.0,15,True,True,1,2,22.7,53974.6
1867,False,2.3,False,0.0,9.0,0.1,191.0,6.0,3.0,990.0,2,False,True,1,4,6.1,168312.1
1730,False,2.0,True,0.0,20.0,0.1,143.0,4.0,10.0,1595.0,12,True,False,1,4,14.0,30543.9
1723,True,1.0,False,1.0,7.0,0.6,126.0,3.0,17.0,1213.0,16,True,True,1,4,5.0,104524.8
1882,True,1.3,True,8.0,47.0,0.2,140.0,2.0,13.0,2500.0,11,False,True,2,2,17.0,4564.0
803,False,0.8,True,0.0,18.0,0.3,106.0,4.0,1.0,2801.0,12,True,False,2,2,23.4,25053.2
580,True,1.2,True,0.0,47.0,0.9,91.0,3.0,1.0,3451.0,11,True,False,3,3,15.0,97378.0
668,False,2.3,False,2.0,48.0,0.3,114.0,1.0,19.0,1201.0,4,True,False,0,4,18.4,13692.4
1391,False,1.4,False,2.0,36.0,0.8,182.0,1.0,6.0,3139.0,14,True,False,2,4,15.7,1120.0
1560,False,2.3,False,0.0,22.0,0.8,169.0,7.0,1.0,1938.0,16,True,True,2,4,18.6,54633.3
821,False,1.8,True,5.0,54.0,0.1,109.0,3.0,9.0,3185.0,15,False,False,2,3,8.9,50770.6
1989,True,2.9,True,8.0,17.0,0.1,193.0,8.0,15.0,2369.0,18,True,False,2,3,7.0,61282.6
1034,True,2.7,True,6.0,37.0,0.7,120.0,7.0,20.0,3625.0,12,True,True,3,2,17.0,49864.3
618,False,2.1,False,2.0,6.0,0.3,86.0,1.0,4.0,1051.0,15,False,True,0,2,16.4,135245.9
654,True,1.3,False,0.0,52.0,0.7,196.0,4.0,4.0,1036.0,13,False,False,1,4,17.5,186004.0
576,True,2.8,False,2.0,10.0,0.2,184.0,5.0,7.0,2938.0,5,True,True,2,4,6.0,122949.0
667,True,0.6,False,6.0,3.0,0.7,185.0,6.0,13.0,2855.0,19,False,True,2,4,5.0,3803.8
869,True,1.0,False,7.0,57.0,0.6,118.0,1.0,15.0,2727.0,8,False,False,2,4,13.3,148038.5
635,True,0.5,True,2.0,42.0,0.4,149.0,3.0,4.0,2973.0,18,False,True,2,2,13.0,24438.5
609,True,3.0,False,15.0,44.0,0.3,117.0,1.0,16.0,2581.0,15,False,True,1,4,18.6,3907.2
1557,False,2.8,True,16.0,2.0,0.1,123.0,5.0,20.0,2690.0,9,False,True,3,2,24.1,66236.3
1604,True,1.7,False,2.0,33.0,1.0,191.0,8.0,5.0,916.0,12,True,True,0,2,16.4,7672.3
1182,False,0.5,False,7.0,8.0,0.5,138.0,8.0,16.0,2563.0,19,False,False,2,4,25.5,10633.3
848,True,2.1,True,10.0,19.0,0.8,148.0,7.0,18.0,3359.0,14,False,False,2,4,10.0,18110.4
1610,True,2.9,False,7.0,64.0,0.9,181.0,4.0,12.0,941.0,9,True,False,1,4,8.9,177761.8
1828,True,2.1,True,0.0,17.0,0.9,199.0,1.0,1.0,2280.0,4,False,False,2,2,22.0,13714.9
880,False,2.0,True,1.0,50.0,0.5,194.0,7.0,3.0,827.0,6,False,True,0,4,17.5,88068.3
1394,True,0.9,True,10.0,62.0,0.3,175.0,5.0,13.0,473.0,20,True,False,0,4,11.0,143695.5
1960,True,2.3,True,1.0,61.0,0.3,86.0,7.0,3.0,3865.0,11,False,False,3,4,12.2,21827.5
809,False,0.8,False,10.0,21.0,0.9,91.0,7.0,19.0,1274.0,3,False,False,1,2,19.3,129941.9
899,False,0.5,True,13.0,57.0,0.9,172.0,2.0,18.0,364.0,7,True,False,0,4,11.0,95348.0
1976,True,0.7,True,4.0,32.0,0.8,171.0,2.0,7.0,3699.0,13,True,True,3,2,20.2,123788.2
879,False,1.5,True,0.0,21.0,0.8,187.0,4.0,2.0,2927.0,11,False,True,2,4,19.1,25162.0
916,True,2.6,False,0.0,36.0,0.3,195.0,4.0,12.0,1470.0,14,True,False,0,2,13.0,14345.8
763,False,1.7,True,8.0,2.0,0.5,92.0,8.0,14.0,1050.0,8,True,False,0,4,7.2,169334.4
508,False,1.6,True,0.0,9.0,0.4,162.0,6.0,2.0,2616.0,10,True,True,2,3,19.7,138298.5
825,False,2.9,True,0.0,34.0,0.8,99.0,8.0,17.0,2915.0,10,True,False,3,3,8.2,334742.2
1864,False,1.4,False,8.0,46.0,0.7,178.0,1.0,12.0,2686.0,18,True,True,2,4,13.0,12677.5
1725,False,0.5,True,8.0,52.0,1.0,185.0,6.0,12.0,1243.0,5,True,True,1,4,26.2,51312.0
1108,True,2.9,False,10.0,52.0,0.1,183.0,2.0,12.0,3264.0,13,True,True,3,2,16.0,13861.2
1703,True,1.5,True,17.0,55.0,0.7,138.0,5.0,19.0,2993.0,20,True,True,3,4,5.1,473376.7
1067,True,1.7,True,0.0,58.0,0.5,135.0,7.0,0.0,706.0,16,True,False,0,2,15.0,3586.6
1334,True,2.4,False,5.0,42.0,0.6,115.0,5.0,14.0,2542.0,8,False,False,3,4,10.0,234313.8
775,True,2.6,False,0.0,30.0,0.4,189.0,7.0,10.0,2523.0,9,False,True,2,3,23.3,36356.7
1899,True,0.6,False,0.0,26.0,0.1,151.0,2.0,0.0,336.0,4,False,True,0,3,17.0,4596.7
930,True,1.3,True,1.0,14.0,0.4,97.0,6.0,10.0,2457.0,17,True,False,1,4,13.0,6071.2
1058,False,1.5,False,2.0,19.0,0.4,166.0,4.0,14.0,418.0,16,False,True,0,2,11.4,53927.3
1187,True,2.2,False,0.0,46.0,0.4,145.0,2.0,9.0,3917.0,8,False,True,3,4,17.0,125166.0
1874,True,2.7,True,10.0,8.0,0.9,166.0,7.0,13.0,1246.0,2,False,True,1,2,8.1,146742.2
1482,False,0.5,False,2.0,48.0,0.2,142.0,7.0,10.0,2971.0,12,True,True,2,3,14.4,28265.8
1809,True,1.7,False,3.0,59.0,0.1,174.0,3.0,4.0,2324.0,16,False,True,2,4,11.7,39377.7
864,True,3.0,True,0.0,54.0,0.7,187.0,2.0,1.0,3121.0,16,True,True,2,4,18.1,11717.7
625,True,1.9,False,12.0,33.0,0.2,191.0,1.0,20.0,3801.0,2,False,False,2,4,11.7,20260.7
1880,True,1.8,False,4.0,18.0,0.7,138.0,3.0,5.0,3333.0,7,False,False,3,4,22.7,2186.3
1138,False,1.4,False,12.0,44.0,0.2,187.0,8.0,17.0,3475.0,3,False,False,3,4,19.2,6579.1
560,False,0.5,False,14.0,23.0,1.0,146.0,8.0,15.0,2360.0,18,True,True,1,2,23.3,29075.9
1117,False,0.5,False,1.0,12.0,0.6,144.0,7.0,8.0,2895.0,16,True,False,2,3,9.2,70865.9
1712,False,1.4,False,1.0,63.0,0.5,137.0,7.0,12.0,3652.0,19,False,False,3,3,16.0,52570.1
1836,True,1.7,True,3.0,26.0,0.1,134.0,6.0,16.0,3097.0,18,True,False,3,2,5.0,92942.4
1036,True,2.4,False,0.0,39.0,0.2,119.0,7.0,3.0,2101.0,2,True,False,1,2,12.2,28311.3
1860,True,2.3,False,15.0,23.0,0.6,162.0,4.0,16.0,3918.0,8,True,False,3,2,9.2,222953.5
1375,True,1.1,False,3.0,9.0,0.9,145.0,7.0,19.0,3869.0,10,True,True,3,4,26.2,13162.2
1945,False,1.6,True,0.0,57.0,0.3,195.0,4.0,1.0,732.0,14,True,False,1,4,14.0,93034.2
1896,False,0.5,True,8.0,7.0,0.4,141.0,2.0,13.0,3684.0,18,False,False,3,4,11.4,31133.2
788,False,2.5,True,4.0,57.0,0.9,91.0,8.0,12.0,3969.0,6,True,True,3,4,14.4,3386.2
880,True,1.7,True,0.0,33.0,0.7,173.0,2.0,2.0,1414.0,7,True,False,0,3,12.0,3375.0
1323,True,2.5,True,10.0,28.0,0.2,131.0,4.0,12.0,1892.0,15,True,True,1,4,10.0,10027.8
1868,False,2.0,True,0.0,42.0,0.2,169.0,1.0,4.0,3131.0,7,True,True,3,4,8.5,26943.5
1266,False,1.9,True,0.0,7.0,0.2,184.0,3.0,12.0,2532.0,4,True,True,2,4,11.2,45350.7
1042,False,2.7,True,16.0,50.0,0.8,93.0,7.0,18.0,3215.0,20,True,True,3,4,18.0,68863.1
1479,False,0.5,False,8.0,19.0,0.6,156.0,3.0,10.0,3323.0,6,False,True,3,3,17.7,15010.2
1476,True,1.2,True,0.0,55.0,0.1,171.0,4.0,5.0,1529.0,3,False,True,2,4,15.3,178686.7
1552,True,2.2,False,6.0,13.0,0.2,123.0,6.0,9.0,2403.0,9,True,True,2,4,9.2,29999.3
1454,True,0.5,True,1.0,34.0,0.7,83.0,4.0,3.0,3419.0,5,True,False,3,3,8.6,30029.1
1007,False,2.0,False,0.0,45.0,0.1,95.0,5.0,2.0,3648.0,16,False,False,3,2,9.0,201488.2
652,True,2.4,True,9.0,17.0,0.7,173.0,5.0,11.0,1974.0,12,False,False,0,4,15.6,2759.2
1504,False,1.5,False,12.0,34.0,0.7,142.0,8.0,15.0,2806.0,7,False,True,2,4,7.3,67576.8
1726,True,0.9,True,2.0,51.0,0.6,193.0,4.0,3.0,2239.0,13,False,True,2,3,15.8,29336.5
1029,True,1.9,True,5.0,5.0,0.2,171.0,5.0,8.0,582.0,4,True,True,0,4,16.6,15203.9
1582,False,2.8,False,2.0,44.0,0.5,112.0,6.0,13.0,3890.0,10,True,True,3,4,19.7,135550.4
1478,True,0.8,True,12.0,48.0,0.7,99.0,5.0,17.0,1141.0,6,False,True,1,2,5.4,113353.3
1178,True,1.3,False,0.0,49.0,0.6,101.0,5.0,0.0,2511.0,17,False,False,2,2,6.7,51505.1
707,False,2.1,True,2.0,25.0,0.8,131.0,3.0,17.0,3838.0,7,False,True,3,3,9.2,30883.7
755,True,2.8,False,5.0,51.0,0.3,186.0,4.0,12.0,2734.0,16,False,True,2,4,10.0,31185.0
912,True,2.0,False,1.0,54.0,0.3,161.0,8.0,5.0,2330.0,20,True,False,1,2,19.6,17675.4
651,True,0.8,True,2.0,63.0,0.2,176.0,5.0,4.0,2244.0,19,True,False,1,4,16.6,28324.3
1483,False,2.1,False,1.0,54.0,0.2,176.0,7.0,2.0,1851.0,2,True,False,1,4,19.8,20328.2
914,True,0.9,False,2.0,4.0,0.8,100.0,2.0,12.0,808.0,5,True,False,0,3,13.0,21965.0
1456,True,0.5,True,7.0,7.0,0.4,105.0,5.0,12.0,1587.0,20,False,True,1,3,7.8,116486.2
1178,False,2.2,True,6.0,57.0,0.3,84.0,3.0,17.0,2492.0,10,True,False,2,3,21.3,6093.5
1503,True,0.7,False,10.0,43.0,0.2,166.0,4.0,14.0,2122.0,2,False,False,2,4,15.0,73110.9
1681,True,2.5,False,2.0,11.0,0.4,158.0,2.0,13.0,1122.0,16,True,True,0,2,13.4,17535.4
715,False,2.3,True,4.0,48.0,0.1,160.0,4.0,6.0,3709.0,10,False,False,2,2,14.1,837.0
1876,False,2.8,True,3.0,56.0,0.4,182.0,3.0,4.0,3021.0,18,False,False,2,4,12.2,11268.4
1190,True,2.2,True,9.0,47.0,0.3,186.0,6.0,10.0,624.0,19,True,True,0,3,9.5,214936.5
1755,True,1.3,False,0.0,24.0,0.1,134.0,7.0,2.0,3937.0,7,False,True,3,4,8.1,37956.8
1197,False,1.3,False,3.0,20.0,0.5,149.0,6.0,7.0,1797.0,4,True,True,1,4,19.6,53939.8
1048,True,0.9,False,10.0,28.0,0.8,194.0,2.0,19.0,1458.0,15,False,True,1,4,5.1,374088.2
1887,True,3.0,True,6.0,17.0,0.2,126.0,8.0,7.0,3348.0,16,True,False,3,4,24.1,87438.0
1772,True,0.5,True,3.0,64.0,0.7,116.0,8.0,15.0,1834.0,20,True,True,1,2,5.4,27250.0
1421,False,2.8,False,0.0,57.0,0.4,165.0,1.0,2.0,2775.0,14,False,True,3,4,15.3,84582.8
1464,False,0.5,True,0.0,17.0,0.7,153.0,6.0,8.0,1277.0,19,False,False,1,4,14.3,39198.5
728,False,2.3,True,4.0,23.0,0.8,111.0,4.0,5.0,457.0,16,True,True,0,3,19.7,5225.5
954,True,0.5,False,0.0,50.0,0.3,134.0,2.0,11.0,438.0,2,False,False,0,3,17.0,14189.6
685,False,0.5,True,8.0,13.0,0.8,82.0,7.0,15.0,3210.0,2,True,True,3,4,16.6,79064.6
1472,False,2.8,True,1.0,36.0,0.5,130.0,6.0,10.0,985.0,7,True,False,1,3,16.3,155355.1
853,True,2.0,False,10.0,3.0,0.6,200.0,2.0,16.0,3701.0,8,True,False,3,4,17.0,29338.8
1469,False,2.1,False,0.0,8.0,0.7,123.0,7.0,0.0,1052.0,3,True,False,0,2,8.1,55670.9
1310,True,2.3,True,6.0,57.0,0.9,135.0,8.0,9.0,1175.0,8,False,False,0,2,16.0,24947.6
1654,False,1.8,False,1.0,11.0,0.3,146.0,7.0,2.0,1070.0,14,True,True,1,3,8.1,251271.1
902,True,0.7,False,3.0,3.0,0.3,134.0,7.0,9.0,3411.0,15,False,True,3,2,16.3,53213.2
1448,False,1.4,True,13.0,26.0,1.0,156.0,3.0,16.0,1175.0,6,True,False,1,2,15.0,221013.3
1631,False,0.9,True,2.0,3.0,0.1,198.0,7.0,12.0,301.0,13,False,False,0,4,13.9,24257.9
1608,False,1.8,True,7.0,28.0,0.4,183.0,2.0,13.0,489.0,8,False,True,0,2,18.6,63067.4
1991,True,2.7,False,5.0,64.0,0.9,145.0,2.0,13.0,1733.0,8,True,False,2,4,5.8,241698.3
1349,False,2.0,True,15.0,62.0,0.3,114.0,5.0,16.0,2756.0,4,False,False,2,3,11.4,40089.8
1589,False,2.5,False,5.0,51.0,0.8,195.0,1.0,18.0,2612.0,16,False,False,2,4,8.2,172174.4
1844,True,2.3,True,1.0,51.0,0.7,158.0,8.0,3.0,1724.0,14,True,True,1,2,5.1,92177.6
712,True,0.5,True,3.0,35.0,0.2,84.0,2.0,10.0,2190.0,4,True,True,1,4,20.0,33703.2
972,True,1.7,False,0.0,54.0,0.7,107.0,3.0,4.0,1900.0,19,False,True,1,4,17.9,39946.9
1406,False,0.5,True,2.0,34.0,0.8,98.0,3.0,5.0,3915.0,2,False,True,3,4,12.0,115768.5
1289,False,0.9,False,10.0,25.0,1.0,178.0,6.0,12.0,1043.0,11,True,False,0,4,6.3,109164.3
932,False,1.3,False,1.0,64.0,0.7,154.0,7.0,2.0,3817.0,9,True,True,3,3,10.6,135794.7
1747,True,0.9,False,6.0,48.0,0.7,94.0,3.0,19.0,2362.0,19,True,False,2,4,17.1,62634.9
1172,True,2.1,True,4.0,41.0,0.1,95.0,3.0,7.0,1107.0,5,False,False,1,2,7.6,325733.7
1128,True,1.4,False,12.0,53.0,0.4,84.0,5.0,14.0,2982.0,12,True,False,3,3,16.6,50260.8
664,False,1.2,True,0.0,28.0,0.9,106.0,5.0,5.0,2042.0,19,True,False,1,3,22.7,49724.1
513,True,0.5,False,6.0,44.0,0.1,186.0,4.0,12.0,1343.0,9,True,False,0,4,5.1,105230.0
1742,False,2.3,True,9.0,43.0,0.4,170.0,7.0,12.0,2610.0,10,False,True,2,4,12.4,24878.5
1512,True,1.7,False,12.0,6.0,0.7,162.0,7.0,17.0,2335.0,7,True,True,2,3,16.6,10916.9
1986,False,0.5,True,3.0,51.0,0.1,165.0,8.0,20.0,1614.0,3,True,True,1,4,20.8,18411.3
965,True,1.5,True,5.0,13.0,1.0,109.0,2.0,14.0,1138.0,10,True,False,0,2,12.0,10811.7
1067,True,2.4,True,3.0,40.0,0.6,122.0,8.0,15.0,604.0,11,False,False,0,4,21.3,46129.9
1583,True,1.6,False,5.0,42.0,0.8,118.0,3.0,10.0,3652.0,9,False,False,3,4,17.2,13782.0
1653,False,0.5,True,2.0,37.0,0.9,176.0,4.0,6.0,3955.0,18,True,True,3,4,19.4,41128.6
1433,False,1.6,False,7.0,4.0,0.7,133.0,8.0,11.0,258.0,4,True,True,0,3,14.2,15811.2
765,False,2.9,False,0.0,18.0,0.1,153.0,7.0,0.0,1066.0,16,True,False,0,4,11.0,432.5
1845,True,0.5,True,10.0,61.0,0.3,96.0,1.0,12.0,1731.0,6,False,False,1,2,10.3,19702.9
752,False,0.5,True,1.0,48.0,0.7,87.0,7.0,13.0,3860.0,16,False,False,3,2,8.6,13882.8
1948,False,2.8,True,8.0,16.0,0.1,100.0,5.0,10.0,3630.0,17,True,False,3,2,11.4,107380.7
1077,False,2.5,True,0.0,45.0,1.0,174.0,3.0,4.0,1965.0,6,True,False,1,4,6.3,185664.8
932,True,0.5,False,1.0,60.0,0.7,104.0,4.0,2.0,1459.0,19,True,False,0,4,6.1,47361.3
1968,False,0.9,False,0.0,22.0,0.8,115.0,3.0,7.0,2323.0,7,False,True,2,2,12.0,90333.2
1122,False,1.2,False,9.0,2.0,0.6,120.0,4.0,14.0,3291.0,13,True,True,2,3,11.2,23347.3
1588,False,0.5,False,0.0,61.0,0.8,159.0,1.0,13.0,3272.0,17,True,False,3,4,18.0,94223.1
601,False,2.1,False,4.0,26.0,0.3,101.0,4.0,18.0,918.0,12,False,False,0,2,9.1,30651.9
1615,False,0.5,False,14.0,15.0,0.1,132.0,4.0,16.0,3488.0,3,False,True,3,2,16.1,48523.7
1589,True,2.2,True,2.0,58.0,0.1,128.0,4.0,4.0,3961.0,14,False,True,3,3,21.3,85860.4
1417,True,2.7,False,2.0,56.0,0.9,114.0,6.0,4.0,590.0,6,False,True,0,4,11.4,71456.7
1697,True,0.7,False,1.0,34.0,0.1,95.0,1.0,3.0,3701.0,8,True,False,3,4,17.5,17045.9
1330,True,1.3,True,14.0,3.0,0.3,83.0,5.0,17.0,463.0,11,False,True,0,2,15.2,81365.8
